fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo
J.J. Aldrich,Male,1992-09-28,33.0,Active,,Colorado/United States,United States,"5'5""",125,Flyweight,13,3,1,9,0,6,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
J.J. Ambrose,Male,1988-01-10,37.0,Active,,Virginia/United States,United States,"5'8""",145,Featherweight,10,2,5,3,0,6,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
J.J. Okanovich,Male,1991-06-19,34.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
J.P. Buys,Male,1995-03-24,30.0,Active,,South Africa,South Africa,"5'6""",135,Bantamweight,9,3,2,4,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
J.P. Reese,Male,1982-06-10,43.0,Active,,Kentucky/United States,United States,"5'10""",155,Lightweight,12,5,2,5,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
J.T. Donaldson,Male,1986-02-21,39.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
J.W. Kiser,Male,1992-04-18,33.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jace Law,Male,1994-07-14,31.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jack Hermansson,Male,1988-06-12,37.0,Active,,Sweden,Sweden,"6'1""",185,Middleweight,23,11,6,6,0,8,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Jack Marshman,Male,1989-02-25,36.0,Active,,Wales/United Kingdom,United Kingdom,"6'0""",185,Middleweight,23,12,3,8,0,10,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Jack Mason,Male,1993-09-08,32.0,Active,,England/United Kingdom,United Kingdom,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jack May,Male,1992-11-13,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jack McLaughlin,Male,1987-01-19,38.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jack Nilson,Male,1995-05-22,30.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jack Shore,Male,1995-02-16,31.0,Active,,Wales/United Kingdom,United Kingdom,"5'8""",135,Bantamweight,16,5,8,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Jackie Gosh,Male,1991-08-03,34.0,Active,,United States,United States,"5'6""",125,Flyweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jackie Lee,Male,1996-12-07,29.0,Active,,United States,United States,"5'7""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jackie Vandenburgh,Male,1994-03-19,31.0,Active,,United States,United States,"5'5""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Akin,Male,1988-06-04,37.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Devree,Male,1992-09-09,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Kilburn,Male,1996-01-15,30.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Kirwan,Male,1991-02-18,35.0,Active,,Ireland,Ireland,"5'8""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Landin,Male,1995-06-29,30.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Malkoun,Male,1995-01-02,31.0,Active,,Australia,Australia,"6'1""",185,Middleweight,7,2,3,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob McClintock,Male,1987-12-14,38.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Noe,Male,1990-08-22,35.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Ortiz,Male,1993-04-07,32.0,Active,,United States,United States,"5'8""",145,Featherweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Rosales,Male,1991-11-16,34.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Volkmann,Male,1980-04-26,45.0,Active,,Minnesota/United States,United States,"5'9""",155,Lightweight,15,2,6,7,0,6,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Jacob Ycaro,Male,1994-02-11,31.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jade Jorand,Male,1993-09-18,32.0,Active,,France,France,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jade Porter,Male,1996-04-02,29.0,Active,,United States,United States,"5'5""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jae Woong Kim,Male,1995-07-13,30.0,Active,,South Korea,South Korea,"5'9""",155,Lightweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jahreau Shepherd,Male,1992-05-06,33.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jai Herbert,Male,1988-05-04,37.0,Active,,England/United Kingdom,United Kingdom,"6'1""",155,Lightweight,12,8,0,4,0,6,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Jaime Jara,Male,1990-10-29,35.0,Active,,Mexico,Mexico,"5'8""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jaimelene Nievera,Male,1995-08-21,30.0,Active,,Philippines,Philippines,"5'6""",125,Flyweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jairzinho Rozenstruik,Male,1988-03-17,37.0,Active,,Suriname,Suriname,"6'2""",265,Heavyweight,14,13,0,1,0,5,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Jake Butler,Male,1993-01-05,33.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jake Collier,Male,1989-01-23,37.0,Active,,Colorado/United States,United States,"6'3""",265,Heavyweight,14,6,5,3,0,9,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0
Jake Ellenberger,Male,1985-04-17,40.0,Active,,Nebraska/United States,United States,"5'9""",170,Welterweight,31,18,1,12,0,11,5,3,3,0,1,1,0,0,0,0,0,0,0,0,0
Jake Hadley,Male,1996-11-20,29.0,Active,,England/United Kingdom,United Kingdom,"5'6""",125,Flyweight,10,4,2,4,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jake Hager,Male,1982-03-28,43.0,Active,,Oklahoma/United States,United States,"6'7""",265,Heavyweight,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jake Hecht,Male,1986-10-15,39.0,Active,,New York/United States,United States,"5'9""",170,Welterweight,11,4,3,4,0,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Jake Lindsey,Male,1985-10-30,40.0,Active,,Wisconsin/United States,United States,"5'11""",155,Lightweight,10,2,3,5,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Jake Matthews,Male,1994-04-16,31.0,Active,,Australia,Australia,"6'0""",170,Welterweight,19,5,7,7,0,7,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Jake Nauracy,Male,1991-08-07,34.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jake O'Brien,Male,1984-03-06,41.0,Active,,California/United States,United States,"6'2""",205,Light Heavyweight,15,9,2,4,0,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jake Roberts,Male,1992-02-21,33.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jake Rosholt,Male,1988-08-19,37.0,Active,,Oklahoma/United States,United States,"6'1""",265,Heavyweight,12,5,3,4,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Jake Shields,Male,1979-01-31,47.0,Active,,California/United States,United States,"5'11""",170,Welterweight,31,4,12,15,0,9,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Jake Smith,Male,1990-09-12,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jake Underwood,Male,1986-12-05,39.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jaleel Willis,Male,1988-07-11,37.0,Active,,Georgia/United States,United States,"5'10""",170,Welterweight,16,5,6,5,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Jalin Turner,Male,1995-05-18,30.0,Active,,California/United States,United States,"6'3""",155,Lightweight,14,10,1,3,0,8,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Jamahal Hill,Male,1991-05-19,34.0,Active,,Michigan/United States,United States,"6'4""",205,Light Heavyweight,12,7,1,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamal Patterson,Male,1993-03-04,32.0,Active,,United States,United States,"5'11""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamal Pogues,Male,1996-01-20,29.0,Active,,Illinois/United States,United States,"6'3""",265,Heavyweight,10,6,2,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamall Emmers,Male,1989-09-18,36.0,Active,,Missouri/United States,United States,"5'8""",145,Featherweight,19,8,4,7,0,8,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Jamall Johnson,Male,1992-06-11,33.0,Active,,United States,United States,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamar Ocampo,Male,1994-12-09,31.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamario Mulder,Male,1991-01-25,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jameel Massouh,Male,1987-05-18,38.0,Active,,Lebanon,Lebanon,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamelle Jones,Male,1990-10-03,35.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Austen Heidlage,Male,1992-04-14,33.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Barnes,Male,1988-09-07,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Bennett,Male,1991-12-11,34.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Bochnovic,Male,1994-02-05,31.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Boran,Male,1993-06-09,32.0,Active,,Ireland,Ireland,"5'9""",155,Lightweight,5,1,2,2,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
James Brasco,Male,1992-01-14,34.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Chapman,Male,1986-08-22,39.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Damien Stelly,Male,1990-11-17,35.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Esposito,Male,1988-03-12,37.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Gallagher,Male,1996-05-24,29.0,Active,,Ireland,Ireland,"5'6""",135,Bantamweight,12,5,4,3,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Giboo,Male,1991-02-18,35.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Hammortree,Male,1989-10-02,36.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Head,Male,1983-06-11,42.0,Active,,Texas/United States,United States,"6'2""",170,Welterweight,17,9,1,7,0,8,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0
James Irvin,Male,1978-09-12,47.0,Active,,California/United States,United States,"6'3""",205,Light Heavyweight,22,17,2,3,0,11,7,2,2,0,0,1,0,0,0,0,0,0,0,0,0
James Jones,Male,1990-01-08,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James King,Male,1985-01-17,41.0,Active,,United States,United States,"6'2""",205,Light Heavyweight,5,3,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Kouame,Male,1992-09-27,33.0,Active,,France,France,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Krause,Male,1987-03-28,38.0,Active,,Missouri/United States,United States,"6'0""",170,Welterweight,25,9,8,8,0,8,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0
James Lee,Male,1994-05-09,31.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James McErlean,Male,1991-04-19,34.0,Active,,Northern Ireland/United Kingdom,United Kingdom,"5'10""",155,Lightweight,8,3,2,3,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
James McSweeney,Male,1980-05-15,45.0,Active,,England/United Kingdom,United Kingdom,"6'4""",205,Light Heavyweight,15,8,4,3,0,15,6,5,4,0,0,1,0,0,0,0,0,0,0,0,0
James Moontasri,Male,1988-01-14,37.0,Active,,California/United States,United States,"5'6""",125,Flyweight,13,1,7,5,0,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
James Mulheron,Male,1992-02-11,33.0,Active,,England/United Kingdom,United Kingdom,"6'0""",265,Heavyweight,12,8,1,3,0,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Nakashima,Male,1993-10-09,32.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Te Huna,Male,1981-09-13,44.0,Active,,New Zealand,New Zealand,"6'2""",205,Light Heavyweight,18,14,2,2,0,9,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0
James Terry,Male,1985-06-13,40.0,Active,,United States,United States,"6'0""",155,Lightweight,14,7,2,5,0,9,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0
James Thompson,Male,1978-09-16,47.0,Active,,England/United Kingdom,United Kingdom,"6'5""",265,Heavyweight,20,13,4,3,0,14,8,2,4,0,0,1,0,0,0,0,0,0,0,0,0
James Toney,Male,1968-08-24,57.0,Active,,Michigan/United States,United States,"5'9""",265,Heavyweight,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
James Vick,Male,1987-02-23,39.0,Active,,Texas/United States,United States,"6'3""",155,Lightweight,13,9,1,3,0,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
James Wallace,Male,1984-12-09,41.0,Active,,England/United Kingdom,United Kingdom,"6'3""",205,Light Heavyweight,15,10,3,2,0,6,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
James Wilks,Male,1984-04-17,41.0,Active,,England/United Kingdom,United Kingdom,"6'2""",205,Light Heavyweight,8,3,4,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Wilson,Male,1992-06-01,33.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
James Zikic,Male,1988-11-29,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamese Taylor,Male,1992-09-04,33.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamey Simmons,Male,1986-03-18,39.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Faulding,Male,1990-04-04,35.0,Active,,England/United Kingdom,United Kingdom,"5'10""",155,Lightweight,16,4,6,6,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Moyle,Male,1988-02-08,37.0,Active,,United States,United States,"5'4""",115,Strawweight,4,0,2,2,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Mullarkey,Male,1994-04-23,31.0,Active,,Australia,Australia,"5'8""",155,Lightweight,17,9,0,8,0,6,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Pickett,Male,1988-10-24,37.0,Active,,North Carolina/United States,United States,"6'1""",185,Middleweight,13,6,4,3,0,9,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Powell,Male,1993-07-09,32.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Sloane,Male,1984-01-12,42.0,Active,,England/United Kingdom,United Kingdom,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Stephenson,Male,1991-11-05,34.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Varner,Male,1984-07-12,41.0,Active,,Arizona/United States,United States,"5'10""",155,Lightweight,21,11,4,6,0,11,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0
Jamie Yager,Male,1985-11-23,40.0,Active,,Colorado/United States,United States,"5'10""",145,Featherweight,11,4,2,5,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Jamil Ibragimov,Male,1992-06-07,33.0,Active,,Russia,Russia,"5'8""",145,Featherweight,10,4,2,4,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Jan Blachowicz,Male,1983-02-24,42.0,Active,,Poland,Poland,"6'2""",205,Light Heavyweight,29,9,9,11,0,10,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Janay Harding,Male,1994-05-07,31.0,Active,,New Zealand,New Zealand,"5'6""",145,Featherweight,6,1,1,4,0,6,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Jared Cannonier,Male,1984-03-16,41.0,Active,,Alaska/United States,United States,"5'11""",185,Middleweight,17,11,2,4,0,7,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Jared Chaffee,Male,1989-08-12,36.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jared Combs,Male,1991-02-06,35.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jared Downing,Male,1986-01-07,40.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jared Gooden,Male,1993-06-15,32.0,Active,,Florida/United States,United States,"6'1""",170,Welterweight,23,12,4,7,0,9,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Jared Gordon,Male,1988-03-26,37.0,Active,,New York/United States,United States,"5'9""",155,Lightweight,20,7,2,11,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Jared Hamman,Male,1982-03-10,43.0,Active,,Washington/United States,United States,"6'2""",185,Middleweight,16,8,1,7,0,7,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Jared Hess,Male,1990-12-18,35.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jared Lopez,Male,1994-08-29,31.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jared Papazian,Male,1988-07-03,37.0,Active,,California/United States,United States,"5'8""",135,Bantamweight,18,6,4,8,0,11,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Jared Rollins,Male,1991-05-11,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jared Rosholt,Male,1986-04-21,39.0,Active,,Oklahoma/United States,United States,"6'3""",265,Heavyweight,14,6,2,6,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Jared Vanderaa,Male,1992-05-31,33.0,Active,,California/United States,United States,"6'4""",265,Heavyweight,12,5,1,6,0,7,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Jarett Conner,Male,1990-09-09,35.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jarjis Danho,Male,1988-06-10,37.0,Active,,Germany,Germany,"6'5""",265,Heavyweight,6,5,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jarod Trice,Male,1993-03-02,32.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jaroslav Jartim,Male,1991-12-27,34.0,Active,,Czech Republic,Czech Republic,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jarred Brooks,Male,1993-05-02,32.0,Active,,Illinois/United States,United States,"5'3""",115,Strawweight,20,2,12,6,0,5,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Jarrod Card,Male,1988-11-13,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Anderson,Male,1989-04-04,36.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Black,Male,1972-06-22,53.0,Active,,California/United States,United States,"5'9""",155,Lightweight,15,3,7,5,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Jason Brilz,Male,1979-05-03,46.0,Active,,Oklahoma/United States,United States,"6'1""",205,Light Heavyweight,18,5,8,5,0,7,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Jason Butcher,Male,1990-10-14,35.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Carapelluci,Male,1991-08-23,34.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Christeson,Male,1988-01-29,37.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Day,Male,1980-02-21,46.0,Active,,California/United States,United States,"5'11""",155,Lightweight,16,7,4,5,0,12,5,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Jason DeLucia,Male,1971-08-24,54.0,Active,,New Jersey/United States,United States,"5'10""",170,Welterweight,18,3,10,5,0,13,4,5,4,0,0,1,0,0,0,0,0,0,0,0,0
Jason Dent,Male,1980-04-02,45.0,Active,,Arizona/United States,United States,"5'11""",170,Welterweight,21,12,2,7,0,12,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Jason Edwards,Male,1988-12-14,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Fairn,Male,1988-09-13,37.0,Active,,England/United Kingdom,United Kingdom,"6'1""",205,Light Heavyweight,11,7,1,3,0,9,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Jason Fischer,Male,1985-06-11,40.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Fish,Male,1990-01-27,36.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Gilliam,Male,1987-04-14,38.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Glaza,Male,1991-11-08,34.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Godsey,Male,1993-02-19,33.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Gonzalez,Male,1992-08-04,33.0,Active,,United States,United States,"5'8""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Graves,Male,1986-12-21,39.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jason Guida,Male,1984-09-04,41.0,Active,,Illinois/United States,United States,"5'7""",145,Featherweight,18,3,11,4,0,8,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Jason High,Male,1982-02-28,44.0,Active,,Kansas/United States,United States,"5'10""",155,Lightweight,19,7,3,9,0,7,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Jason Jackson,Male,1990-06-05,35.0,Active,,Jamaica,Jamaica,"5'10""",170,Welterweight,17,4,8,5,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
